EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined
1101,37,NEWSLETTER,117,2024-01-26,2,8,3862-1164
1102,41,blog,0,2025-09-24,16,12,625-17
1103,37,Blog,1,2025-06-27,6,18,1656-56
1104,33,Video,85,2024-02-18,9,10,5628-537
1105,35,blog,193,2023-05-30,20,7,3374-720
1106,22,video,1,2025-06-27,4,8,1390-56
1107,50,SOCIALMEDIA,66,2024-05-10,11,3,2997-364
1108,3,NEWSLETTER,57,2024-07-13,9,12,4811-250
1109,42,Video,126,2024-05-21,2,7,2269-479
1110,19,blog,0,2025-09-23,2,6,497-17
1111,14,NEWSLETTER,9,2024-12-22,1,8,1562-194
1112,30,newsletter,97,2024-01-22,13,16,3189-904
1113,7,Newsletter,0,2025-10-02,1,17,150-4
1114,7,newsletter,64,2024-04-14,4,9,3121-378
1115,29,blog,0,2025-10-12,14,15,465-18
1116,22,Socialmedia,1261,2023-05-10,2,16,8688-3498
1117,21,SOCIALMEDIA,0,2025-07-24,10,5,425-25
1118,3,Blog,262,2023-10-03,7,20,4734-933
1119,38,VIDEO,58,2024-09-30,7,10,3822-536
1120,34,Blog,11,2025-05-07,15,5,1421-139
1121,38,newsletter,262,2024-03-10,8,15,4963-928
1122,35,Blog,25,2024-10-19,17,2,1972-334
1123,3,NEWSLETTER,0,2025-12-01,11,18,700-30
1124,19,Blog,5,2025-03-30,3,5,1273-93
1125,35,Video,14,2024-10-24,12,9,2496-107
1126,15,video,706,2023-04-27,1,14,5502-2056
1127,16,Blog,0,2025-11-11,11,6,62-2
1128,17,newsletter,506,2023-08-04,17,17,5109-1351
1129,18,video,259,2023-04-10,4,8,6494-1798
1130,11,Newsletter,12,2024-08-09,4,2,480-60
1131,46,BLOG,60,2023-09-08,4,13,4722-590
1132,42,video,5,2024-11-18,19,9,932-130
1133,15,Socialmedia,21,2024-02-17,8,7,2030-198
1134,11,NEWSLETTER,6,2025-02-09,1,11,2597-137
1135,19,Socialmedia,1221,2023-02-18,11,18,7362-3069
1136,41,video,120,2023-01-14,6,20,1022-265
1137,30,video,5,2025-03-27,18,3,2169-141
1138,2,Blog,71,2023-01-25,10,5,1286-214
1139,48,video,27,2024-01-10,19,17,1328-230
1140,18,NEWSLETTER,9,2025-04-26,11,20,1222-137
1141,34,Blog,1,2025-03-11,20,13,290-16
1142,37,Blog,134,2023-06-12,6,4,3523-904
1143,9,blog,44,2024-04-29,11,10,2860-731
1144,15,BLOG,45,2024-09-11,9,2,1257-233
1145,44,VIDEO,0,2025-08-17,14,19,454-7
1146,42,blog,10,2024-02-15,10,10,406-82
1147,38,newsletter,4,2025-07-04,7,3,1182-76
1148,8,Video,47,2023-08-15,2,9,872-148
1149,22,Video,9,2025-02-22,17,5,2315-194
1150,13,blog,34,2024-07-25,8,18,1973-440
1151,44,Video,150,2024-03-09,13,18,4006-586
1152,17,Video,0,2025-08-15,5,1,725-22
1153,19,Video,0,2025-08-18,17,4,194-10
1154,16,Socialmedia,63,2024-04-07,15,18,4413-420
1155,40,VIDEO,26,2024-11-19,4,13,1170-166
1156,26,Blog,129,2024-08-04,5,4,4591-872
1157,2,BLOG,8,2025-06-11,6,4,1508-104
1158,33,SOCIALMEDIA,134,2023-06-03,6,20,3508-610
1159,15,socialmedia,38,2023-02-23,12,13,1708-282
1160,38,Socialmedia,38,2024-11-18,12,5,2315-238
1161,44,socialmedia,4,2025-03-04,6,2,564-55
1162,40,Socialmedia,661,2023-04-07,3,5,7705-1923
1163,27,Blog,46,2023-09-28,15,14,969-141
1164,15,Newsletter,248,2023-12-25,15,15,4842-988
1165,27,NEWSLETTER,0,2025-11-24,6,6,508-10
1166,6,Video,0,2025-10-15,3,11,512-18
1167,5,BLOG,14,2024-07-12,3,18,1793-91
1168,2,video,70,2024-05-18,3,6,2452-459
1169,41,Video,0,2025-11-19,18,1,128-1
1170,24,Blog,2,2025-02-07,6,20,808-73
1171,10,video,9,2025-06-13,8,9,1625-120
1172,23,Video,15,2024-08-27,3,19,885-163
1173,13,BLOG,80,2024-05-10,18,14,4615-930
1174,11,socialmedia,480,2023-02-20,3,5,5312-1684
1175,20,SOCIALMEDIA,155,2024-05-20,10,14,3331-756
1176,47,blog,0,2025-11-09,17,14,27-0
1177,5,Socialmedia,0,2025-10-24,17,2,687-13
1178,39,Socialmedia,1,2025-07-23,1,12,567-21
1179,38,Newsletter,0,2025-12-26,11,10,366-6
1180,45,Video,88,2024-04-11,1,19,1152-307
1181,13,BLOG,19,2024-11-01,7,12,1677-202
1182,32,Blog,266,2023-12-01,20,15,5537-1868
1183,48,Video,0,2025-12-23,6,13,540-23
1184,6,video,34,2024-12-31,14,9,2425-368
1185,25,newsletter,73,2023-03-03,10,15,4036-579
1186,28,Newsletter,0,2025-12-04,7,6,897-17
1187,50,Newsletter,21,2023-08-13,10,18,880-74
1188,20,NEWSLETTER,85,2024-06-12,14,7,2044-457
1189,32,Blog,198,2023-02-02,4,15,9570-1373
1190,30,Blog,0,2025-06-14,13,12,24-1
1191,33,video,1395,2023-01-09,4,18,8295-3174
1192,13,video,0,2025-11-03,2,15,22-0
1193,28,Socialmedia,172,2023-09-08,11,18,3593-862
1194,17,socialmedia,3,2025-04-09,12,13,672-30
1195,29,VIDEO,135,2023-09-14,20,7,4527-787
1196,3,Blog,0,2025-08-24,4,2,243-14
1197,25,VIDEO,1240,2023-02-20,5,9,8445-2783
1198,12,NEWSLETTER,65,2024-07-13,7,20,3798-336
1199,34,newsletter,0,2025-12-29,13,15,742-18
1200,36,Video,2,2025-04-10,19,15,504-45
1201,40,SOCIALMEDIA,155,2023-04-13,20,1,4710-668
1202,34,VIDEO,116,2024-01-04,18,6,3421-406
1203,28,Blog,0,2025-10-04,8,10,562-15
1204,11,VIDEO,0,2025-09-16,1,8,926-32
1205,49,Socialmedia,0,2025-10-18,17,8,361-11
1206,26,SOCIALMEDIA,8,2023-12-25,5,20,233-59
1207,16,socialmedia,6,2025-02-13,2,19,2388-217
1208,29,Socialmedia,15,2024-05-02,15,20,689-80
1209,22,video,92,2023-11-03,11,9,2015-364
1210,4,Video,0,2025-08-07,3,8,247-10
1211,4,socialmedia,177,2023-09-20,9,20,3932-525
1212,19,blog,4,2023-12-07,10,16,84-14
1213,46,NEWSLETTER,11,2024-04-02,16,19,381-69
1214,5,Video,106,2023-11-11,13,8,4875-1239
1215,16,video,32,2024-04-03,14,18,787-148
1216,22,Newsletter,20,2024-01-21,14,7,1742-170
1217,39,newsletter,61,2024-07-11,3,16,1420-324
1218,21,VIDEO,779,2023-04-26,11,6,4840-1780
1219,11,Video,0,2025-10-25,17,8,269-6
1220,38,VIDEO,42,2024-12-04,2,2,3170-478
1221,30,Socialmedia,76,2024-08-11,14,4,3298-524
1222,16,Newsletter,61,2024-12-11,5,4,3428-588
1223,2,NEWSLETTER,8,2024-06-30,16,5,539-38
1224,24,video,166,2023-07-23,1,1,7066-1061
1225,48,Blog,205,2023-05-04,2,17,2307-720
1226,50,video,0,2025-10-04,15,13,185-6
1227,39,Newsletter,1,2025-01-04,16,16,447-37
1228,19,BLOG,213,2023-08-31,4,11,6768-846
1229,24,socialmedia,261,2023-08-05,7,2,4156-951
1230,38,BLOG,90,2023-06-21,7,1,6509-721
1231,48,Blog,0,2025-09-12,11,1,122-5
1232,3,SOCIALMEDIA,74,2023-11-11,9,15,3594-398
1233,42,SOCIALMEDIA,11,2025-01-28,6,7,2810-167
1234,45,blog,0,2025-09-22,20,11,645-8
1235,25,Socialmedia,218,2023-04-13,20,1,3374-1521
1236,39,VIDEO,99,2023-09-19,15,8,3785-714
1237,32,BLOG,3,2025-03-04,2,7,306-28
1238,6,Socialmedia,187,2023-11-13,11,19,6483-668
1239,46,newsletter,1220,2023-03-10,16,3,7400-3016
1240,36,SOCIALMEDIA,1,2025-10-05,17,8,669-32
1241,26,BLOG,71,2023-10-01,12,2,2646-851
1242,12,blog,2,2025-06-10,9,8,538-31
1243,10,Socialmedia,137,2023-10-29,8,10,6361-951
1244,43,BLOG,39,2024-09-14,6,15,4120-758
1245,17,Socialmedia,48,2024-07-31,20,10,4064-367
1246,27,VIDEO,0,2025-11-29,8,2,406-8
1247,41,SOCIALMEDIA,2,2023-12-19,15,5,75-20
1248,36,Newsletter,511,2023-08-14,12,9,5340-1990
1249,22,Newsletter,247,2023-10-22,15,18,4797-1033
1250,6,SOCIALMEDIA,396,2023-09-08,1,7,4216-1453
1251,27,Blog,102,2023-03-14,20,17,4060-476
1252,3,socialmedia,0,2025-11-17,18,12,327-15
1253,20,Video,7,2025-06-12,15,2,1594-96
1254,21,BLOG,22,2024-09-20,14,11,3450-411
1255,48,Blog,192,2023-12-29,19,4,5004-1271
1256,46,Blog,44,2023-11-20,3,1,781-173
1257,47,Newsletter,24,2024-12-22,10,10,3289-162
1258,10,VIDEO,63,2024-09-05,12,14,3432-488
1259,16,blog,3,2025-02-24,15,8,1129-59
1260,2,socialmedia,5,2024-08-16,3,1,376-38
1261,39,blog,1314,2023-02-09,16,19,7167-3327
1262,3,VIDEO,108,2023-07-18,18,5,1196-292
1263,32,Video,19,2024-07-05,12,5,2343-277
1264,43,Socialmedia,156,2023-08-14,9,7,7538-1603
1265,40,Blog,133,2023-01-15,12,15,4315-516
1266,15,blog,230,2023-08-29,14,18,2739-969
1267,49,Video,101,2023-05-21,17,16,1229-385
1268,40,video,41,2024-10-10,20,14,3428-262
1269,4,socialmedia,19,2025-02-02,7,6,2121-223
1270,38,VIDEO,136,2024-07-20,13,1,3521-588
1271,38,newsletter,0,2025-06-27,12,14,304-14
1272,26,SOCIALMEDIA,329,2023-11-03,15,10,6346-1640
1273,49,Newsletter,10,2024-12-08,15,13,1231-99
1274,36,Socialmedia,2,2025-03-21,5,19,785-42
1275,36,video,24,2023-08-23,13,3,596-100
1276,29,newsletter,0,2025-11-30,11,5,243-11
1277,13,blog,2,2025-05-09,12,16,2031-113
1278,33,Newsletter,18,2024-01-12,16,14,1802-236
1279,48,newsletter,137,2024-03-30,12,8,2838-553
1280,20,Video,145,2023-03-17,19,17,777-359
1281,16,NEWSLETTER,8,2023-12-17,10,11,355-28
1282,44,VIDEO,0,2025-12-06,11,2,261-10
1283,19,Blog,33,2025-01-07,4,5,2098-269
1284,45,VIDEO,310,2024-02-01,14,1,6107-1918
1285,5,Newsletter,1,2025-05-25,8,18,573-16
1286,41,Newsletter,0,2025-08-06,3,19,793-15
1287,46,blog,711,2023-06-08,11,11,7697-2001
1288,36,blog,0,2025-08-06,9,18,750-16
1289,49,Newsletter,102,2023-12-08,4,9,6432-585
1290,27,Socialmedia,9,2025-03-15,6,8,2102-264
1291,4,VIDEO,146,2023-02-07,13,20,6240-1012
1292,1,VIDEO,95,2024-04-30,1,7,5100-528
1293,39,video,0,2025-06-17,20,4,415-10
1294,15,Newsletter,62,2024-06-25,13,10,4464-1044
1295,45,Newsletter,158,2024-02-03,3,15,6036-618
1296,28,Blog,17,2024-12-17,8,15,1359-102
1297,9,Newsletter,0,2025-12-13,12,20,836-20
1298,38,VIDEO,49,2024-02-08,1,7,3367-280
1299,2,blog,39,2024-02-20,16,8,2916-580
1300,12,newsletter,84,2023-03-15,10,10,888-230
1301,47,socialmedia,65,2024-01-30,17,8,3555-444
1302,31,video,0,2025-08-20,14,5,324-16
1303,3,Newsletter,90,2024-06-12,14,6,5143-603
1304,47,socialmedia,192,2023-10-10,19,2,6299-1763
1305,13,video,22,2023-04-10,20,11,1000-119
1306,18,Socialmedia,6,2025-02-16,20,5,1500-109
1307,28,newsletter,25,2024-02-02,17,20,570-160
1308,26,NEWSLETTER,33,2024-08-09,20,8,2880-519
1309,5,Socialmedia,0,2025-08-30,4,13,29-1
1310,39,SOCIALMEDIA,19,2024-08-01,12,17,1071-108
1311,2,blog,1,2023-12-21,3,12,96-26
1312,1,Blog,18,2024-09-16,17,3,988-104
1313,18,Blog,8,2024-09-02,4,18,297-56
1314,48,Socialmedia,0,2025-12-26,12,20,803-12
1315,15,video,0,2025-12-09,17,13,84-4
1316,12,VIDEO,360,2023-05-08,9,1,6122-1217
1317,25,Socialmedia,44,2024-03-28,19,5,701-203
1318,1,blog,263,2023-06-23,5,7,6963-1336
1319,12,Newsletter,15,2024-11-30,14,13,3459-341
1320,46,video,10,2024-06-20,1,8,618-144
1321,16,BLOG,251,2023-01-10,1,11,5522-758
1322,39,BLOG,59,2023-09-07,6,1,3479-579
1323,50,Socialmedia,7,2024-09-15,12,11,701-115
1324,49,Video,370,2023-04-01,18,18,3407-1027
1325,25,SOCIALMEDIA,0,2025-12-23,7,4,154-7
1326,44,Blog,289,2023-02-22,11,8,7168-1026
1327,44,SOCIALMEDIA,1,2025-06-10,6,6,1010-43
1328,34,SOCIALMEDIA,1,2025-07-31,12,13,1200-60
1329,23,video,114,2024-04-24,16,1,3112-763
1330,17,BLOG,1,2025-08-23,10,15,1041-48
1331,28,Video,14,2024-05-19,16,6,585-151
1332,43,Newsletter,93,2024-04-19,14,20,5626-431
1333,37,VIDEO,50,2025-01-11,15,6,2917-339
1334,14,newsletter,0,2025-11-06,20,17,353-15
1335,46,Blog,34,2025-03-10,4,5,2370-257
1336,31,Blog,162,2024-05-05,2,15,5023-788
1337,35,blog,36,2024-07-20,9,14,2519-171
1338,35,newsletter,36,2025-01-27,15,7,2763-254
1339,21,socialmedia,255,2023-11-12,9,18,2488-767
1340,5,socialmedia,17,2024-12-14,2,16,2657-112
1341,45,NEWSLETTER,291,2023-06-22,17,4,8212-1563
1342,8,socialmedia,0,2025-10-08,15,12,642-7
1343,24,BLOG,105,2024-06-27,19,10,3326-453
1344,15,socialmedia,216,2023-09-08,8,6,7037-2173
1345,12,blog,7,2025-06-08,6,5,1432-119
1346,3,Newsletter,3,2025-06-29,3,15,1263-74
1347,19,video,5,2025-01-28,11,4,1037-133
1348,29,Socialmedia,267,2023-04-06,10,19,3893-1415
1349,5,socialmedia,8,2024-11-18,16,9,530-78
1350,33,Blog,0,2025-08-30,3,3,899-13
1351,29,video,176,2023-11-11,7,20,6783-506
1352,38,NEWSLETTER,8,2025-01-29,5,7,554-72
1353,18,VIDEO,24,2024-12-14,4,11,3083-224
1354,43,SOCIALMEDIA,265,2023-04-08,9,13,4002-939
1355,15,Blog,90,2024-05-07,20,11,4537-495
1356,46,VIDEO,1,2025-03-13,1,18,298-13
1357,10,socialmedia,0,2025-10-05,19,17,561-17
1358,7,VIDEO,1,2025-08-22,9,7,912-35
1359,12,video,216,2023-04-20,20,9,8618-865
1360,22,blog,170,2024-01-27,4,19,5746-1768
1361,13,Video,20,2024-07-11,1,7,3485-314
1362,20,Blog,77,2023-12-25,19,9,3658-574
1363,22,NEWSLETTER,61,2024-05-22,13,9,2113-445
1364,8,Video,401,2023-02-16,6,15,3483-1576
1365,31,NEWSLETTER,0,2025-09-29,6,15,510-7
1366,9,newsletter,83,2023-11-13,19,11,4019-394
1367,34,BLOG,1,2024-08-04,1,11,159-13
1368,16,NEWSLETTER,12,2025-01-24,14,20,2901-222
1369,45,SOCIALMEDIA,73,2024-06-20,14,16,2203-512
1370,27,video,153,2023-08-12,16,14,3746-409
1371,36,Newsletter,0,2025-10-17,12,1,413-11
1372,13,Blog,143,2023-03-06,17,4,6419-636
1373,32,socialmedia,8,2023-02-22,20,3,211-64
1374,22,Socialmedia,0,2025-08-27,18,6,725-28
1375,28,Socialmedia,9,2025-03-10,7,17,1644-99
1376,38,Newsletter,96,2024-02-26,16,18,4573-622
1377,38,SOCIALMEDIA,0,2025-09-18,2,16,69-1
1378,10,Newsletter,3,2024-11-18,19,8,615-73
1379,45,newsletter,23,2024-08-21,7,10,2101-234
1380,5,SOCIALMEDIA,35,2024-02-20,15,3,1550-278
1381,11,BLOG,85,2024-08-19,16,10,3184-602
1382,50,NEWSLETTER,0,2025-09-10,13,18,545-14
1383,25,newsletter,5,2025-04-12,16,18,2047-192
1384,10,Newsletter,197,2023-04-28,19,18,8551-1148
1385,27,video,2,2025-05-27,1,15,691-27
1386,24,Video,0,2025-12-31,15,13,731-12
1387,10,Socialmedia,8,2024-10-18,9,18,2099-94
1388,38,newsletter,112,2024-01-29,9,8,3864-761
1389,31,Socialmedia,99,2024-02-21,16,6,6109-1102
1390,10,Video,0,2025-12-04,12,18,64-1
1391,18,blog,71,2024-09-12,14,1,3047-492
1392,28,blog,29,2024-12-02,3,16,1832-300
1393,28,Socialmedia,10,2025-01-18,20,13,3004-146
1394,15,blog,3,2024-02-06,5,1,238-25
1395,9,Newsletter,13,2025-01-10,15,20,615-88
1396,6,video,81,2023-09-11,4,12,1341-245
1397,9,socialmedia,13,2025-03-27,1,17,1547-156
1398,11,socialmedia,0,2025-08-26,12,3,409-15
1399,45,Newsletter,362,2023-05-15,7,18,6377-1878
1400,20,Video,102,2023-05-22,11,6,2175-401
1401,9,Video,2,2025-06-04,3,13,689-37
1402,1,socialmedia,113,2023-09-17,20,8,4459-389
1403,29,Newsletter,44,2024-10-25,3,10,2365-458
1404,28,Blog,7,2025-01-03,19,20,1403-91
1405,12,video,76,2024-03-01,14,10,2658-555
1406,5,SOCIALMEDIA,0,2025-11-04,19,9,269-4
1407,17,video,4,2025-06-05,13,3,1008-58
1408,50,Video,27,2024-07-20,15,16,999-144
1409,35,Socialmedia,160,2024-01-11,9,12,4142-965
1410,48,SOCIALMEDIA,6,2025-06-13,14,9,902-73
1411,20,SOCIALMEDIA,454,2023-01-11,4,15,8348-1133
1412,23,video,0,2025-12-24,11,4,824-10
1413,46,Socialmedia,74,2024-03-29,3,19,3591-465
1414,27,VIDEO,238,2023-06-23,6,17,5570-1488
1415,46,NEWSLETTER,37,2024-08-30,10,6,1710-315
1416,20,newsletter,0,2025-12-29,16,12,433-4
1417,30,video,467,2023-07-05,11,8,4952-1314
1418,26,Video,19,2024-06-27,17,1,1424-302
1419,45,Newsletter,104,2024-04-19,16,19,3026-532
1420,24,Blog,10,2025-01-27,9,13,1660-247
1421,29,Video,1032,2023-04-08,13,11,8472-3036
1422,4,VIDEO,1977,2023-02-01,2,1,9399-4238
1423,20,Blog,0,2025-08-21,18,4,899-22
1424,14,SOCIALMEDIA,48,2024-09-14,17,6,1868-239
1425,21,Video,5,2025-01-27,10,2,2016-117
1426,32,blog,16,2025-01-22,1,17,2280-232
1427,2,newsletter,125,2023-09-02,19,18,4319-1168
1428,43,Video,506,2023-03-13,8,17,5778-1846
1429,4,Socialmedia,83,2024-09-01,9,1,4108-462
1430,33,VIDEO,19,2024-12-07,4,13,1649-131
1431,20,Video,24,2024-12-27,2,16,2089-286
1432,8,Blog,5,2024-12-11,2,4,734-71
1433,24,Socialmedia,200,2023-07-27,14,19,3663-1371
1434,20,Newsletter,4,2024-11-02,19,16,808-93
1435,43,BLOG,40,2024-06-09,5,19,5138-285
1436,13,socialmedia,318,2023-08-02,11,20,3507-1283
1437,20,video,16,2023-09-07,16,14,947-205
1438,40,Video,262,2024-01-23,16,11,4649-1173
1439,39,VIDEO,1,2025-07-13,5,3,1040-19
1440,16,Socialmedia,1,2025-11-23,13,4,869-41
1441,15,Socialmedia,48,2024-01-09,12,10,5919-550
1442,17,Blog,0,2025-07-23,1,11,1049-30
1443,11,newsletter,360,2023-08-22,19,13,6111-1076
1444,42,Newsletter,2,2025-03-20,11,16,426-24
1445,18,Blog,122,2023-12-17,17,12,4625-412
1446,44,NEWSLETTER,42,2023-11-27,15,6,4096-458
1447,33,Newsletter,23,2023-08-27,11,2,563-171
1448,10,Blog,0,2025-10-15,19,16,282-8
1449,37,Socialmedia,12,2023-10-23,18,7,192-46
1450,8,socialmedia,85,2024-05-15,20,9,2183-319
1451,16,video,1052,2023-01-16,14,19,5115-2329
1452,13,blog,1,2025-02-03,6,7,215-16
1453,20,socialmedia,3,2025-04-07,1,12,1108-57
1454,5,socialmedia,1,2025-07-15,6,19,1261-96
1455,17,Blog,429,2023-10-07,14,1,7064-1425
1456,8,VIDEO,1,2025-12-26,15,19,818-25
1457,35,Video,283,2023-02-05,15,17,4168-905
1458,8,VIDEO,0,2025-07-20,18,5,335-9
1459,14,Blog,191,2023-09-23,6,18,3254-571
1460,10,SOCIALMEDIA,0,2025-12-10,10,14,26-0
1461,23,Blog,0,2025-08-23,15,12,1104-14
1462,19,Blog,32,2023-10-31,19,3,321-97
1463,14,newsletter,16,2023-12-15,19,2,1532-230
1464,45,Newsletter,300,2023-04-22,16,15,3926-1740
1465,6,Video,8,2025-03-19,1,20,551-67
1466,14,Video,7,2024-06-08,11,11,409-89
1467,49,VIDEO,0,2025-08-06,1,6,375-13
1468,26,video,1,2025-10-25,14,2,795-31
1469,34,Newsletter,106,2023-07-26,8,4,819-295
1470,47,socialmedia,55,2024-01-21,12,5,2482-188
1471,10,Video,499,2023-04-09,5,16,8486-2343
1472,46,Socialmedia,608,2023-01-15,3,12,5369-2089
1473,49,Socialmedia,243,2023-01-31,10,5,5260-914
1474,39,Socialmedia,371,2023-09-09,16,14,3869-1072
1475,27,Video,628,2023-03-27,7,7,5173-2073
1476,13,VIDEO,583,2023-01-24,17,12,5869-1582
1477,11,blog,2,2025-08-16,12,11,985-45
1478,33,blog,161,2023-04-23,2,8,1702-693
1479,35,video,13,2024-05-12,14,6,847-64
1480,7,Blog,11,2024-12-14,17,14,1262-80
1481,18,NEWSLETTER,1,2024-07-17,4,7,284-14
1482,18,Newsletter,61,2023-07-04,20,6,764-168
1483,28,VIDEO,179,2023-11-12,6,7,3039-653
1484,44,blog,2,2024-09-17,20,17,448-51
1485,25,video,3,2025-04-11,7,3,1155-68
1486,20,Newsletter,5,2025-03-08,9,15,973-94
1487,16,Blog,145,2024-05-31,1,4,3941-575
1488,13,Blog,25,2025-01-26,4,7,2854-316
1489,41,Video,31,2024-12-05,12,5,1330-195
1490,2,SOCIALMEDIA,7,2024-09-04,7,2,521-40
1491,17,SOCIALMEDIA,103,2023-09-08,10,3,2088-475
1492,18,NEWSLETTER,51,2023-11-13,3,1,3409-543
1493,46,Blog,2,2025-05-08,9,6,666-66
1494,18,Blog,17,2024-03-20,18,6,2213-273
1495,5,socialmedia,0,2025-07-28,19,1,898-13
1496,10,Video,7,2025-03-26,4,3,2100-78
1497,9,Newsletter,0,2025-11-21,1,8,452-21
1498,1,BLOG,0,2025-11-23,4,11,851-20
1499,24,Socialmedia,162,2024-04-11,15,6,4293-918
1500,27,blog,346,2023-07-15,12,8,6044-1774
1501,13,Newsletter,4,2025-03-06,17,10,1731-103
1502,30,video,508,2023-09-26,5,12,6332-2283
1503,23,NEWSLETTER,0,2025-06-10,14,2,670-27
1504,15,VIDEO,73,2024-06-09,2,18,3222-503
1505,41,Video,16,2024-12-15,4,9,1046-97
1506,39,socialmedia,261,2023-07-21,7,5,2117-857
1507,36,Blog,26,2024-11-01,1,11,1150-205
1508,12,Newsletter,0,2025-06-22,20,6,314-18
1509,14,Newsletter,0,2025-09-14,15,3,732-14
1510,7,VIDEO,2,2025-02-08,19,8,2438-84
1511,44,Blog,9,2025-04-19,20,14,2009-125
1512,1,video,11,2024-12-06,6,1,2460-173
1513,22,Socialmedia,60,2024-01-08,1,7,2964-289
1514,38,BLOG,230,2023-02-22,15,15,4938-1467
1515,22,Socialmedia,1221,2023-04-12,4,5,8826-3729
1516,50,BLOG,2,2025-06-26,20,7,1001-76
1517,35,newsletter,20,2024-09-11,19,16,1287-102
1518,46,newsletter,0,2025-10-06,10,9,416-10
1519,9,Newsletter,354,2023-10-21,6,1,2930-975
1520,26,Blog,1,2025-03-12,15,6,1905-53
1521,48,Newsletter,119,2024-02-12,11,17,2964-913
1522,45,newsletter,644,2023-10-17,18,9,5739-1980
1523,32,Newsletter,226,2023-12-31,6,12,6263-1098
1524,36,SOCIALMEDIA,430,2023-02-13,18,20,5734-1326
1525,50,newsletter,42,2024-04-03,20,9,1323-335
1526,4,Newsletter,42,2024-12-28,10,4,2063-308
1527,46,socialmedia,219,2023-06-25,7,5,3675-1326
1528,39,BLOG,302,2023-06-11,17,16,8505-862
1529,15,Video,652,2023-04-27,11,1,7674-1466
1530,23,newsletter,1,2025-03-03,20,15,146-14
1531,38,VIDEO,0,2025-10-03,17,16,88-3
1532,7,blog,8,2023-09-24,19,14,349-77
1533,44,BLOG,0,2025-07-17,1,19,38-0
1534,24,Socialmedia,51,2023-07-06,10,9,1119-272
1535,21,BLOG,21,2024-09-28,16,12,980-103
1536,14,SOCIALMEDIA,278,2023-07-02,1,5,7082-1186
1537,25,socialmedia,7,2025-05-29,11,18,800-74
1538,12,Socialmedia,12,2024-12-09,8,11,1783-118
1539,16,newsletter,0,2025-10-15,7,16,158-3
1540,32,Newsletter,156,2024-04-05,14,2,5156-903
1541,18,Blog,240,2023-05-19,5,16,2446-913
1542,28,Blog,19,2025-03-07,6,1,1541-175
1543,19,newsletter,1,2025-05-19,5,11,384-38
1544,26,socialmedia,61,2024-09-23,15,1,2791-537
1545,15,blog,14,2025-03-17,1,6,1533-161
1546,18,Blog,0,2025-09-30,15,12,392-14
1547,30,NEWSLETTER,126,2023-01-15,18,13,6316-838
1548,35,Video,11,2024-11-26,9,5,1881-136
1549,41,blog,14,2024-10-07,7,8,1741-115
1550,27,Newsletter,14,2024-09-28,5,15,1514-185
1551,9,VIDEO,2,2024-02-18,12,11,159-44
1552,39,SOCIALMEDIA,0,2025-12-26,16,17,999-18
1553,3,Newsletter,0,2025-07-20,7,20,574-10
1554,37,NEWSLETTER,20,2024-08-20,6,4,1140-246
1555,30,newsletter,0,2025-08-30,1,5,434-7
1556,10,socialmedia,48,2024-01-22,5,8,1098-188
1557,47,Blog,0,2025-12-30,11,4,986-48
1558,37,newsletter,0,2025-08-08,5,8,183-3
1559,39,BLOG,12,2023-09-08,8,12,396-41
1560,19,video,10,2023-05-14,3,3,240-54
1561,2,Blog,71,2023-06-07,3,15,3012-309
1562,31,blog,168,2023-10-05,15,8,2291-543
1563,14,Socialmedia,415,2023-05-09,12,4,7329-1692
1564,25,NEWSLETTER,16,2024-05-06,5,14,1620-119
1565,4,BLOG,56,2024-06-11,6,19,2435-533
1566,49,Video,3,2025-01-26,19,17,550-63
1567,18,Video,282,2023-03-19,14,6,2313-729
1568,29,socialmedia,0,2025-06-03,8,3,559-14
1569,44,Newsletter,0,2025-08-03,5,3,143-7
1570,37,blog,620,2023-11-10,4,6,6844-2088
1571,18,blog,5,2025-04-27,4,17,645-66
1572,38,Socialmedia,124,2023-08-26,1,17,1794-416
1573,26,SOCIALMEDIA,9,2024-05-23,3,13,166-40
1574,45,newsletter,5,2024-08-19,19,5,385-24
1575,22,blog,120,2023-07-16,10,4,3659-650
1576,2,newsletter,230,2023-03-16,15,11,2059-688
1577,20,socialmedia,1,2025-07-27,5,18,1082-23
1578,8,Socialmedia,77,2024-10-02,10,10,2954-482
1579,47,Newsletter,15,2024-06-20,9,20,618-80
1580,12,Socialmedia,47,2024-06-04,18,4,4257-284
1581,35,Socialmedia,0,2025-11-08,12,11,785-17
1582,29,blog,0,2025-10-29,16,4,672-31
1583,30,Video,141,2023-05-28,3,1,1564-518
1584,40,VIDEO,0,2025-11-02,4,10,634-19
1585,26,Video,19,2023-09-25,7,1,569-149
1586,26,Blog,2,2023-07-25,15,17,81-17
1587,44,Blog,16,2025-02-23,18,2,1938-183
1588,40,video,315,2024-04-03,2,12,4510-1157
1589,11,Socialmedia,15,2024-03-04,19,11,445-93
1590,44,newsletter,0,2025-09-04,8,11,1029-15
1591,29,Socialmedia,18,2024-01-02,6,8,245-58
1592,15,Blog,1155,2023-01-16,6,20,6811-3230
1593,5,Video,2,2025-05-28,12,2,1861-88
1594,38,blog,30,2024-06-26,6,5,3057-245
1595,20,Blog,124,2023-08-08,16,20,5930-564
1596,34,Video,263,2023-01-18,8,9,2764-1031
